season,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,cnt
2,0,6,14,0,0,1,0.7,0.58,0.1642,385
1,0,1,5,6,0,1,0.16,0.59,0.0,1
4,1,11,5,2,1,2,0.34,0.66,0.1343,34
2,0,5,2,2,1,1,0.44,0.58,0.1343,5
4,0,10,15,6,0,1,0.48,0.51,0.2239,382
3,0,6,8,5,1,1,0.7,0.74,0.2239,466
4,1,11,12,6,0,1,0.4,0.4,0.1642,476
2,1,4,8,6,0,1,0.52,0.81,0.2537,201
1,1,2,11,0,0,2,0.26,0.56,0.3284,226
2,0,4,16,1,1,1,0.74,0.48,0.5224,235
4,0,10,9,1,0,1,0.54,0.77,0.0,219
4,0,10,16,1,1,1,0.54,0.64,0.194,310
3,0,6,19,2,1,2,0.74,0.58,0.4627,299
2,0,6,19,3,1,2,0.74,0.79,0.1642,264
1,1,2,1,0,0,3,0.08,0.79,0.4627,24
4,0,12,3,2,1,2,0.34,0.61,0.0,2
3,0,6,1,3,1,1,0.68,0.79,0.2985,28
4,1,12,8,6,0,2,0.38,0.94,0.0896,111
2,1,5,6,4,1,1,0.44,0.72,0.2239,139
2,1,6,15,3,1,1,0.64,0.38,0.0,300
4,1,11,19,5,1,2,0.46,0.47,0.1642,154
3,1,7,11,0,0,1,0.82,0.52,0.1642,451
4,1,11,0,1,1,1,0.22,0.69,0.0,23
3,0,9,7,2,1,2,0.54,0.88,0.1642,329
1,0,3,20,0,0,1,0.32,0.57,0.2985,77
1,1,1,8,6,0,2,0.16,0.93,0.2537,25
1,0,1,15,1,1,1,0.26,0.3,0.2537,72
1,0,2,19,4,1,3,0.34,0.93,0.2985,115
3,0,9,11,5,1,2,0.66,0.74,0.1045,192
3,0,8,22,6,0,2,0.7,0.84,0.3284,120
2,0,4,13,2,1,3,0.54,0.68,0.2836,106
4,1,9,5,1,1,1,0.46,0.63,0.0,37
2,0,4,5,0,0,1,0.28,0.65,0.2239,5
1,0,3,21,2,1,1,0.3,0.49,0.194,75
4,0,11,0,6,0,1,0.26,0.56,0.194,53
1,0,1,16,5,1,2,0.2,0.37,0.1642,87
3,1,9,21,0,0,1,0.7,0.7,0.1642,171
1,0,1,2,6,0,2,0.04,0.41,0.2537,11
3,0,9,16,6,0,1,0.54,0.68,0.2537,305
2,1,6,9,6,0,1,0.6,0.6,0.0896,367
2,1,5,21,4,1,3,0.64,0.78,0.1642,285
4,1,10,15,6,0,2,0.56,0.6,0.2836,711
1,0,3,3,6,0,2,0.54,0.39,0.3284,8
4,1,10,15,5,1,2,0.62,0.61,0.1045,448
4,1,10,8,6,0,1,0.34,0.53,0.1045,174
1,1,1,11,5,1,1,0.24,0.38,0.6119,114
4,0,11,2,3,1,3,0.5,0.94,0.3582,6
3,0,7,3,2,1,1,0.68,0.89,0.1343,4
2,0,4,21,3,1,1,0.62,0.88,0.2836,145
2,1,4,10,2,1,1,0.46,0.47,0.1642,181
4,0,10,17,0,0,1,0.58,0.49,0.4627,405
3,1,7,6,3,0,1,0.66,0.69,0.0,32
2,1,5,16,2,1,1,0.74,0.45,0.194,354
3,0,9,2,6,0,2,0.6,0.97,0.1045,64
2,0,5,17,4,1,2,0.64,0.57,0.194,594
2,0,6,3,0,0,2,0.62,0.65,0.1642,47
2,0,5,2,3,1,1,0.52,0.59,0.0,10
2,0,5,15,0,0,1,0.6,0.49,0.0,358
2,1,5,5,0,0,3,0.52,0.83,0.1642,11
1,1,1,1,0,0,1,0.36,0.66,0.1343,93
4,1,9,17,5,1,2,0.66,0.54,0.2985,808
4,1,11,14,5,1,2,0.4,0.4,0.1045,251
3,0,7,13,5,1,1,0.8,0.24,0.0,292
4,1,10,3,5,1,2,0.56,0.83,0.0,5
4,0,12,16,0,0,1,0.42,0.58,0.2239,330
4,0,12,17,2,1,2,0.46,1.0,0.2239,262
4,1,11,21,6,0,1,0.34,0.53,0.1045,166
1,0,3,3,0,0,1,0.34,0.76,0.1343,23
3,1,6,16,1,1,1,0.8,0.31,0.3881,414
4,0,10,23,1,1,2,0.36,0.76,0.194,52
3,0,8,1,0,0,1,0.68,0.79,0.2239,86
1,1,1,17,0,0,1,0.22,0.25,0.2537,146
2,1,4,1,2,1,2,0.32,0.81,0.1343,7
1,0,12,12,6,0,1,0.52,0.39,0.2985,273
1,0,2,13,0,0,1,0.42,0.47,0.0,259
1,0,12,20,4,1,3,0.42,0.71,0.0,33
3,0,6,23,2,1,1,0.7,0.74,0.1045,64
2,0,4,5,6,0,3,0.34,1.0,0.0,7
3,1,6,21,5,1,3,0.68,0.65,0.2836,217
2,0,4,3,5,1,1,0.36,0.53,0.2985,2
2,0,5,16,2,1,1,0.62,0.61,0.3284,290
3,0,7,5,1,1,1,0.72,0.84,0.0896,24
4,1,11,23,3,1,3,0.28,0.65,0.2239,40
2,0,4,15,6,0,3,0.34,0.76,0.3881,136
4,1,10,18,6,0,1,0.46,0.44,0.1343,473
3,1,6,21,1,1,1,0.68,0.3,0.3284,331
4,1,12,19,4,1,3,0.34,0.71,0.2537,118
4,0,10,18,4,1,2,0.48,0.67,0.4627,240
3,1,7,21,0,0,1,0.76,0.7,0.1343,207
1,0,2,11,6,0,1,0.3,0.45,0.0,126
3,1,7,2,2,1,1,0.7,0.74,0.1343,16
1,0,2,23,6,0,1,0.26,0.93,0.2239,59
3,1,9,9,3,1,1,0.74,0.7,0.2537,290
2,1,4,11,2,1,1,0.46,0.31,0.3881,184
3,0,7,4,4,1,1,0.62,0.53,0.2537,6
4,1,12,15,4,1,2,0.34,0.57,0.194,249
4,1,10,3,0,0,2,0.44,0.62,0.1343,22
3,0,7,15,1,1,1,0.7,0.84,0.3881,112
1,1,3,10,5,1,1,0.36,0.5,0.1642,132
1,1,1,13,2,1,1,0.18,0.34,0.6567,73
3,1,8,16,0,0,1,0.82,0.46,0.2537,421
1,1,1,8,5,1,1,0.22,0.64,0.2537,425
2,0,5,18,6,0,1,0.72,0.62,0.2537,385
2,0,4,11,3,1,1,0.42,0.38,0.3881,93
4,1,11,17,1,1,1,0.34,0.46,0.2239,638
3,0,7,7,5,1,2,0.7,0.79,0.194,332
3,0,9,20,0,0,2,0.54,0.68,0.0896,180
3,1,8,14,4,1,1,0.78,0.46,0.2239,305
1,0,2,17,0,0,1,0.34,0.46,0.0,121
4,1,9,3,2,1,1,0.42,0.71,0.0896,5
4,0,12,20,1,1,1,0.4,0.4,0.1642,206
2,1,5,12,0,0,1,0.74,0.66,0.2537,570
4,1,9,10,5,1,2,0.64,0.78,0.1343,245
1,1,2,21,0,0,1,0.28,0.56,0.1045,66
4,1,12,4,6,0,2,0.24,0.87,0.1045,6
4,1,11,14,1,1,1,0.42,0.35,0.0,228
3,1,7,20,2,1,1,0.74,0.66,0.1642,523
2,0,5,4,4,1,1,0.42,0.94,0.0,6
4,0,11,9,3,1,1,0.34,0.87,0.0,228
4,0,10,16,3,1,2,0.56,0.88,0.2239,55
2,0,5,10,0,0,1,0.64,0.65,0.1343,305
1,0,12,17,1,0,1,0.34,0.46,0.2239,97
4,1,11,6,2,1,2,0.34,0.71,0.1642,148
2,1,3,5,1,1,1,0.44,0.77,0.1642,36
3,1,8,20,4,1,1,0.7,0.61,0.1045,474
2,1,4,10,0,0,1,0.5,0.25,0.2239,299
2,1,6,5,4,1,2,0.6,0.56,0.2537,40
2,1,4,20,4,1,1,0.56,0.49,0.2239,404
1,1,12,5,2,0,2,0.22,0.93,0.1343,3
4,0,11,2,0,0,1,0.4,0.62,0.2836,56
4,1,11,16,4,0,1,0.46,0.33,0.0,182
3,1,8,3,3,1,1,0.62,0.73,0.1045,9
1,1,3,15,4,1,1,0.6,0.31,0.2537,223
1,0,3,1,1,1,3,0.2,1.0,0.3284,2
3,0,7,23,2,1,1,0.76,0.58,0.1045,89
3,1,7,12,3,0,1,0.86,0.41,0.2239,494
4,1,11,11,0,0,1,0.38,0.46,0.2239,445
4,0,12,14,2,1,3,0.48,1.0,0.2239,75
2,1,6,11,0,0,1,0.64,0.41,0.2537,511
3,0,9,0,0,0,1,0.66,0.89,0.194,109
2,1,4,18,6,0,3,0.4,0.47,0.0,90
3,0,8,22,3,1,1,0.74,0.37,0.0,139
4,0,10,11,0,0,1,0.62,0.53,0.0896,423
4,1,10,11,0,0,1,0.56,0.52,0.2985,494
3,0,8,16,0,0,1,0.72,0.79,0.1642,258
1,0,2,11,5,1,1,0.22,0.51,0.1642,64
4,0,11,6,0,0,1,0.26,0.81,0.0896,16
1,1,12,20,6,0,2,0.3,0.56,0.5522,66
2,0,4,3,4,1,2,0.64,0.78,0.3881,3
2,0,4,12,5,1,1,0.34,0.53,0.3582,95
1,0,2,6,6,0,1,0.12,0.93,0.194,2
2,0,4,8,1,1,1,0.46,0.63,0.0,297
1,1,1,11,1,1,2,0.2,0.93,0.0896,62
1,0,3,0,6,0,2,0.6,0.53,0.2537,76
1,1,2,1,0,0,1,0.24,0.44,0.3284,55
1,1,2,5,4,1,1,0.4,0.76,0.2239,32
3,0,6,17,4,1,1,0.78,0.27,0.3582,594
3,1,7,8,2,1,2,0.8,0.55,0.0,661
3,0,7,22,5,1,1,0.8,0.49,0.2239,174
3,0,8,18,4,1,2,0.72,0.84,0.1343,408
4,1,11,11,3,1,1,0.32,0.49,0.2537,151
1,1,3,6,3,1,1,0.44,0.82,0.0896,121
3,0,7,3,5,1,1,0.78,0.75,0.1045,7
3,0,7,10,3,1,3,0.7,0.79,0.0896,43
3,1,7,13,5,1,3,0.68,0.83,0.1045,156
3,1,6,18,6,0,1,0.88,0.35,0.0,339
3,0,8,17,6,0,2,0.72,0.74,0.2537,269
2,0,3,19,1,1,1,0.3,0.22,0.1343,173
2,1,6,5,6,0,1,0.5,0.72,0.194,12
3,1,6,20,4,1,1,0.82,0.34,0.194,470
3,1,7,7,6,0,2,0.58,0.88,0.2537,37
3,0,7,1,0,0,1,0.74,0.62,0.0896,79
1,1,12,15,6,0,1,0.32,0.33,0.5821,153
3,1,7,7,2,1,2,0.7,0.74,0.1045,520
4,0,10,5,6,0,1,0.42,0.71,0.1642,7
2,0,6,22,5,1,1,0.62,0.35,0.0,171
1,1,12,4,1,1,1,0.14,0.69,0.1045,3
4,0,12,22,3,1,3,0.24,0.93,0.4478,13
1,0,12,4,4,1,1,0.2,0.55,0.1642,3
4,0,12,21,6,0,2,0.3,0.61,0.0896,109
1,1,3,20,6,0,1,0.32,0.33,0.1343,121
1,0,3,6,0,0,1,0.34,0.66,0.0,2
4,0,12,18,6,0,1,0.34,0.53,0.1343,224
3,1,7,5,2,1,1,0.66,0.83,0.1343,42
3,0,6,10,3,1,1,0.74,0.42,0.2836,126
4,0,10,14,6,0,2,0.42,0.71,0.3582,180
1,1,2,19,1,1,1,0.36,0.43,0.2537,291
2,1,5,11,1,1,2,0.54,0.73,0.194,213
2,0,4,18,3,1,3,0.66,0.83,0.3881,412
4,0,10,0,2,1,2,0.4,0.87,0.0896,27
3,0,7,4,1,1,1,0.64,0.78,0.1642,4
2,0,3,0,3,1,3,0.36,0.71,0.2239,11
2,0,5,22,4,1,1,0.54,0.83,0.194,172
3,1,9,0,3,1,1,0.52,0.72,0.1045,49
1,0,3,2,1,1,1,0.26,0.65,0.0896,1
2,0,5,7,5,1,1,0.64,0.73,0.1642,249
2,0,5,18,0,0,1,0.72,0.74,0.2836,328
2,1,4,17,2,1,1,0.56,0.21,0.5224,744
1,0,3,9,0,0,1,0.3,0.52,0.1343,78
3,1,7,19,1,1,1,0.82,0.52,0.1642,665
4,1,9,23,3,1,2,0.6,0.78,0.2537,115
2,0,6,3,0,0,1,0.64,0.89,0.2836,28
2,0,5,6,3,1,1,0.56,0.94,0.0896,117
2,1,5,20,2,1,1,0.66,0.61,0.1642,335
4,0,11,11,2,1,1,0.46,0.63,0.1045,117
2,1,5,6,6,0,2,0.54,0.94,0.0,42
1,1,1,7,6,0,1,0.22,0.87,0.194,20
1,0,1,12,4,1,1,0.26,0.35,0.0,84
3,0,9,20,6,0,1,0.66,0.69,0.1045,245
3,1,7,8,5,1,1,0.76,0.66,0.0896,676
4,1,10,12,6,0,1,0.7,0.54,0.1045,743
3,0,7,9,6,0,1,0.74,0.58,0.2836,247
4,0,10,10,0,0,1,0.32,0.61,0.0896,178
1,0,2,22,0,0,1,0.26,0.6,0.0,62
4,1,12,9,3,1,1,0.28,0.75,0.1045,317
2,1,4,6,6,0,1,0.34,0.49,0.194,28
4,0,11,22,5,1,1,0.34,0.71,0.0896,58
1,1,3,15,2,1,1,0.7,0.39,0.2239,264
4,1,12,9,1,1,2,0.4,0.87,0.0,282
2,0,4,17,6,0,3,0.5,0.88,0.5821,15
1,1,3,8,2,1,2,0.52,0.88,0.1045,516
1,0,2,9,0,0,1,0.28,0.56,0.1045,45
3,1,6,20,6,0,1,0.82,0.52,0.1642,292
2,1,4,2,3,1,1,0.36,0.62,0.0,7
4,1,11,13,4,1,1,0.38,0.32,0.1343,224
1,1,12,15,1,1,3,0.24,0.87,0.2239,33
3,1,8,22,5,1,3,0.66,0.83,0.194,213
2,1,6,15,5,1,3,0.72,0.66,0.2836,258
3,0,9,6,6,0,1,0.62,0.73,0.1642,23
2,0,4,1,0,0,1,0.3,0.61,0.1045,34
1,0,2,12,6,0,3,0.22,1.0,0.1642,52
1,1,3,21,6,0,1,0.46,0.19,0.3284,154
4,0,10,1,4,1,1,0.56,0.88,0.3582,15
2,0,4,8,2,1,1,0.58,0.83,0.2985,449
4,1,11,8,6,0,2,0.26,0.44,0.4627,62
4,1,10,7,3,1,1,0.5,0.88,0.0896,526
2,0,6,10,5,1,1,0.78,0.52,0.0,111
2,0,5,9,4,1,1,0.46,0.44,0.2836,184
3,1,8,11,1,1,1,0.74,0.66,0.194,229
2,0,5,10,4,1,2,0.54,0.83,0.0,130
4,0,11,7,2,1,1,0.52,0.77,0.2239,342
4,0,9,13,2,1,2,0.7,0.74,0.2239,151
4,1,12,6,2,1,2,0.36,0.93,0.0,153
3,1,7,18,3,1,2,0.76,0.62,0.1343,643
2,1,4,21,4,1,1,0.42,0.35,0.1343,187
3,1,8,7,4,1,2,0.7,0.84,0.1642,475
3,0,7,2,6,0,1,0.6,0.73,0.1343,58
2,0,4,8,5,1,3,0.34,0.87,0.1642,221
3,0,8,19,2,1,1,0.74,0.48,0.194,376
2,0,4,6,2,1,2,0.54,0.68,0.2836,58
2,1,4,9,4,1,2,0.46,0.72,0.0,301
1,0,2,10,6,0,1,0.42,0.16,0.5821,106
2,1,3,16,5,1,3,0.4,0.62,0.2836,367
1,0,1,12,3,1,2,0.3,0.81,0.0896,70
1,0,2,23,4,1,1,0.12,0.42,0.1045,34
1,1,2,12,5,1,1,0.34,0.46,0.1343,216
3,0,8,6,4,1,2,0.64,0.78,0.2537,103
3,0,9,15,6,0,1,0.72,0.7,0.1642,388
4,1,10,19,0,0,2,0.4,0.82,0.1045,114
1,0,12,5,3,1,2,0.38,0.82,0.1045,28
2,0,3,22,0,0,1,0.26,0.41,0.1642,30
2,1,4,3,6,0,1,0.5,0.82,0.2239,29
3,0,6,8,2,1,2,0.62,0.88,0.1045,401
2,0,6,13,2,1,2,0.8,0.43,0.2537,196
3,1,6,3,5,1,1,0.74,0.79,0.0,7
2,1,4,19,3,1,2,0.42,0.77,0.1343,368
1,0,2,3,5,1,2,0.32,0.93,0.1045,2
2,0,4,5,3,1,1,0.24,0.7,0.1045,13
1,1,1,14,1,1,3,0.22,0.93,0.194,61
3,0,7,12,1,1,1,0.8,0.59,0.194,165
3,0,9,21,0,0,1,0.64,0.69,0.0,159
4,0,10,3,4,1,1,0.44,0.67,0.2239,5
4,0,11,19,6,0,2,0.4,0.71,0.0896,146
2,1,5,7,5,1,1,0.46,0.82,0.1045,515
4,0,10,22,5,1,1,0.42,0.54,0.1642,113
1,1,2,5,1,1,1,0.18,0.8,0.1045,17
1,1,3,2,2,1,1,0.54,0.88,0.0896,10
3,1,8,1,2,1,1,0.68,0.79,0.2537,27
4,0,11,8,4,1,3,0.34,0.61,0.2985,355
1,0,1,9,2,1,1,0.16,0.64,0.2239,100
4,1,10,1,0,0,1,0.42,0.77,0.2836,112
1,1,1,14,3,1,1,0.3,0.33,0.3881,105
4,0,12,7,1,1,1,0.32,0.9,0.0,283
3,0,9,12,6,0,1,0.72,0.62,0.2239,404
2,1,4,2,0,0,2,0.54,0.56,0.1045,74
2,0,5,5,4,1,2,0.6,0.88,0.0896,27
3,0,8,13,4,1,1,0.8,0.52,0.3582,187
4,0,12,18,0,0,1,0.24,0.48,0.194,163
3,0,8,22,4,1,1,0.7,0.48,0.0,157
2,0,6,0,3,1,1,0.7,0.79,0.1642,34
1,0,12,18,3,1,1,0.26,0.38,0.3284,169
2,0,3,7,5,1,1,0.2,0.59,0.3582,104
4,1,12,16,4,1,1,0.32,0.42,0.0,331
1,0,1,2,2,1,2,0.16,0.55,0.194,3
2,1,5,8,2,1,1,0.7,0.74,0.194,634
4,0,12,8,0,0,1,0.26,0.87,0.0,55
1,1,1,20,6,0,1,0.4,0.35,0.3881,120
2,0,5,8,1,0,2,0.66,0.89,0.1045,94
3,1,8,4,2,1,1,0.56,0.88,0.0,4
2,1,3,11,3,1,2,0.52,0.83,0.1642,192
1,0,3,5,2,1,1,0.2,0.64,0.2836,2
1,0,12,10,1,0,1,0.34,0.42,0.5224,70
1,0,3,23,6,0,1,0.38,0.66,0.0896,49
3,0,8,5,6,0,1,0.64,0.73,0.1045,18
4,0,10,0,3,1,1,0.44,0.72,0.194,32
2,0,4,8,4,1,1,0.36,0.76,0.194,314
1,1,2,1,2,1,1,0.26,0.56,0.0,7
4,1,12,7,6,0,2,0.24,0.87,0.1343,63
4,1,12,8,1,1,2,0.42,1.0,0.2537,584
3,1,6,22,5,1,3,0.82,0.63,0.194,163
3,1,9,7,3,1,2,0.7,0.79,0.2537,500
4,0,10,19,0,0,1,0.46,0.77,0.0,193
2,0,3,16,5,1,2,0.34,0.34,0.2985,150
2,0,3,22,1,1,1,0.46,0.88,0.2239,78
1,1,2,20,4,1,2,0.32,0.87,0.1343,216
2,1,6,12,4,1,2,0.66,0.61,0.2239,265
3,1,6,10,4,1,1,0.74,0.48,0.194,184
3,0,9,7,4,1,2,0.6,1.0,0.1045,311
4,1,12,4,0,0,2,0.4,0.94,0.1045,12
4,0,9,9,6,0,2,0.6,0.88,0.0896,175
3,0,6,6,3,1,1,0.66,0.69,0.2985,116
3,1,6,8,6,0,1,0.68,0.69,0.2239,167
4,1,11,19,4,1,1,0.3,0.52,0.194,344
1,1,1,19,0,0,1,0.32,0.29,0.2537,159
4,0,10,3,0,0,3,0.34,0.87,0.2836,9
3,1,7,23,2,1,2,0.66,0.83,0.1642,147
4,1,10,6,1,0,1,0.34,0.76,0.1045,59
3,1,7,4,1,1,1,0.66,0.83,0.0,5
2,1,4,14,5,1,1,0.48,0.29,0.3881,490
1,0,2,17,1,1,2,0.32,0.7,0.1642,216
3,0,8,14,3,1,1,0.76,0.48,0.4179,204
3,1,7,15,2,1,1,0.8,0.41,0.2239,265
3,1,8,10,5,1,2,0.76,0.48,0.0,262
3,1,8,2,3,1,1,0.7,0.84,0.0,6
1,0,1,2,4,1,1,0.16,0.64,0.0,2
1,1,1,1,1,1,1,0.24,0.6,0.1343,5
3,1,8,8,1,1,2,0.72,0.51,0.0896,673
1,1,1,14,0,0,1,0.44,0.54,0.2985,267
4,1,11,15,2,1,2,0.46,0.55,0.1045,287
3,0,8,12,1,1,1,0.74,0.58,0.2836,178
1,1,1,13,5,1,1,0.22,0.32,0.2985,156
2,1,3,14,5,1,3,0.4,0.54,0.0,229
3,0,7,2,1,0,1,0.64,0.83,0.0,63
2,0,4,20,5,1,3,0.32,0.87,0.2239,47
3,1,7,19,1,1,1,0.78,0.43,0.1343,581
3,1,8,3,3,1,1,0.7,0.84,0.0,7
2,1,3,8,4,1,2,0.5,0.94,0.0896,649
2,1,5,2,5,1,1,0.58,0.83,0.1343,11
4,0,10,13,5,1,1,0.56,0.73,0.3582,132
3,0,8,4,6,0,2,0.7,0.84,0.2239,4
1,0,3,9,6,0,1,0.28,0.65,0.1045,101
2,0,6,18,0,0,1,0.7,0.74,0.1642,256
3,1,8,2,4,1,1,0.62,0.83,0.0,20
1,1,3,21,2,1,1,0.56,0.73,0.0,277
1,1,3,17,0,0,1,0.34,0.31,0.5522,263
1,0,3,2,6,0,2,0.56,0.43,0.2239,25
4,1,10,12,6,0,1,0.56,0.46,0.1045,703
2,0,4,22,0,0,1,0.5,0.39,0.1045,70
4,1,10,18,3,1,2,0.4,0.58,0.1642,584
4,0,10,8,4,1,3,0.54,1.0,0.0896,209
4,1,10,13,1,1,1,0.62,0.29,0.1642,315
2,1,5,12,1,0,1,0.76,0.62,0.1343,525
4,0,12,15,5,1,1,0.42,0.41,0.0896,199
3,1,6,3,3,1,1,0.58,0.46,0.0896,8
3,1,8,22,0,0,1,0.62,0.88,0.0896,114
4,0,9,1,3,1,1,0.6,0.88,0.0,14
4,1,11,3,5,1,1,0.24,0.75,0.0,4
4,0,12,18,4,1,2,0.52,0.59,0.2985,377
4,0,11,16,3,1,3,0.48,0.94,0.1045,123
1,1,2,2,6,0,1,0.3,0.61,0.2537,45
3,0,9,14,1,1,2,0.6,0.6,0.194,188
2,1,4,8,6,0,1,0.38,0.4,0.1343,158
2,0,6,18,5,1,1,0.7,0.24,0.2985,564
4,0,9,14,6,0,2,0.66,0.74,0.1343,390
3,0,7,22,6,0,1,0.7,0.65,0.2836,201
4,1,9,8,5,1,1,0.6,0.83,0.0896,705
4,1,11,15,0,0,1,0.3,0.42,0.2537,245
3,0,9,3,4,1,2,0.6,0.94,0.0896,12
4,1,12,23,4,1,1,0.26,0.6,0.0,120
1,1,3,21,4,1,1,0.6,0.43,0.3881,233
3,1,6,9,4,1,1,0.8,0.55,0.194,256
3,0,9,1,5,1,3,0.62,0.73,0.1045,32
4,0,12,8,0,0,1,0.16,0.69,0.0,72
3,1,7,20,6,0,3,0.6,0.88,0.1642,214
2,0,5,12,5,1,2,0.52,0.88,0.194,223
2,0,3,5,5,1,1,0.18,0.74,0.1642,9
4,0,10,9,3,1,3,0.52,0.88,0.4925,202
4,0,11,8,1,1,2,0.46,0.94,0.0,391
4,0,12,4,1,1,1,0.18,0.74,0.0,3
4,1,12,6,3,1,2,0.26,0.6,0.2537,128
3,0,9,2,3,1,2,0.54,0.94,0.2239,6
3,0,8,8,6,0,1,0.68,0.83,0.1642,121
3,0,8,12,6,0,1,0.8,0.55,0.2239,382
3,1,7,20,4,1,1,0.86,0.5,0.2537,446
4,1,9,15,0,0,1,0.6,0.33,0.2239,640
3,0,7,11,6,0,1,0.74,0.48,0.2239,396
4,0,10,7,0,0,1,0.4,0.62,0.1343,48
4,1,10,6,2,1,1,0.4,0.82,0.0896,158
2,1,4,12,6,0,2,0.38,0.43,0.0,381
2,0,4,10,0,0,1,0.4,0.43,0.4179,215
4,0,12,6,0,0,1,0.16,0.59,0.0,10
1,1,1,1,3,1,1,0.04,0.38,0.2985,3
3,1,7,10,0,0,1,0.86,0.44,0.2985,366
1,0,1,10,1,1,1,0.18,0.43,0.2537,44
1,0,1,1,5,1,1,0.1,0.54,0.1642,5
3,1,8,23,6,0,1,0.64,0.65,0.0896,235
3,1,7,13,2,1,2,0.84,0.53,0.2985,273
3,0,7,14,5,1,2,0.8,0.63,0.3582,216
2,1,6,15,2,1,2,0.58,0.46,0.1343,272
1,1,3,17,6,0,1,0.64,0.5,0.1343,648
1,1,3,16,5,1,3,0.48,0.77,0.0,129
3,0,8,6,4,1,1,0.62,0.65,0.1642,106
1,1,3,3,0,0,2,0.44,0.88,0.1343,18
4,1,11,4,5,1,2,0.3,0.65,0.1045,5
3,1,8,17,4,1,1,0.82,0.34,0.194,897
1,1,3,10,0,0,1,0.3,0.49,0.3284,192
4,0,9,6,3,1,3,0.6,0.94,0.1642,114
4,0,10,12,0,0,1,0.5,0.59,0.2537,413
3,1,7,17,1,1,1,0.76,0.55,0.3284,827
2,0,6,10,4,1,2,0.66,0.61,0.2537,121
4,1,12,12,3,1,1,0.4,0.54,0.2836,236
3,1,6,8,2,1,1,0.56,0.49,0.3284,656
2,1,4,15,6,0,1,0.72,0.39,0.2537,628
1,1,3,11,0,0,1,0.32,0.45,0.3881,256
3,0,6,10,2,1,1,0.8,0.49,0.1642,157
1,0,1,2,1,1,1,0.22,0.64,0.194,1
2,0,5,0,6,0,1,0.52,0.77,0.1045,98
1,0,12,16,6,0,1,0.32,0.42,0.194,99
1,1,2,0,4,1,2,0.44,0.47,0.2537,42
2,1,6,4,6,0,1,0.54,0.68,0.1343,8
2,1,5,2,6,0,1,0.58,0.88,0.0,75
3,0,9,8,5,1,1,0.42,0.67,0.2239,409
3,0,9,12,4,1,2,0.66,0.83,0.1642,176
4,1,9,20,6,0,1,0.52,0.55,0.194,315
4,0,11,21,1,1,1,0.38,0.82,0.1045,139
4,0,9,4,5,1,3,0.6,1.0,0.0,13
2,1,5,23,2,1,3,0.62,0.94,0.0,50
2,1,5,20,0,0,1,0.66,0.61,0.4179,274
2,0,6,0,1,1,1,0.64,0.78,0.1343,28
4,0,9,19,5,1,1,0.62,0.94,0.1343,248
3,0,7,2,0,0,1,0.7,0.58,0.194,69
3,0,8,23,3,1,1,0.68,0.69,0.2985,70
3,1,8,17,1,1,1,0.8,0.46,0.2239,845
4,0,12,13,5,1,1,0.4,0.47,0.1343,207
3,0,6,10,1,1,2,0.72,0.54,0.1343,150
4,1,11,3,1,1,1,0.2,0.69,0.0,5
4,0,10,2,3,1,1,0.44,0.67,0.1642,3
3,0,7,18,3,1,1,0.82,0.28,0.1045,541
1,1,3,3,0,0,1,0.24,0.6,0.1343,66
3,0,7,4,2,1,1,0.68,0.88,0.1642,6
3,0,7,3,0,0,1,0.64,0.69,0.2239,47
1,1,2,21,2,1,1,0.34,0.61,0.1045,190
1,1,3,11,2,1,1,0.26,0.41,0.1642,130
4,0,10,20,5,1,2,0.44,0.54,0.2239,184
4,0,12,17,1,1,1,0.42,0.77,0.0,446
1,1,2,16,1,1,1,0.4,0.43,0.2537,228
4,0,10,4,6,0,1,0.38,0.66,0.0896,8
4,0,10,8,3,1,3,0.54,0.7,0.4925,210
3,1,7,0,2,1,1,0.72,0.54,0.0,53
4,1,10,18,3,1,1,0.66,0.44,0.0,858
3,0,7,15,1,1,1,0.84,0.53,0.3284,164
2,1,5,10,0,0,1,0.68,0.74,0.2537,424
4,0,10,3,1,1,1,0.4,0.82,0.0896,4
1,0,2,8,5,1,3,0.36,0.93,0.1343,73
2,1,4,3,6,0,1,0.34,0.49,0.2239,26
4,1,10,19,2,1,3,0.62,0.94,0.0,395
1,1,2,9,2,1,1,0.28,0.45,0.3582,232
3,0,7,8,2,1,1,0.74,0.55,0.194,424
1,0,12,7,4,1,1,0.18,0.64,0.0896,106
1,0,12,19,4,1,2,0.44,0.62,0.0,142
1,1,3,2,1,1,1,0.24,0.48,0.1343,4
3,0,7,17,2,1,1,0.82,0.46,0.1045,545
1,1,3,16,1,1,1,0.62,0.35,0.4478,332
4,1,11,20,5,1,1,0.32,0.66,0.0,245
3,1,8,22,5,1,1,0.76,0.58,0.194,277
4,0,11,6,4,1,1,0.34,0.76,0.194,99
3,1,8,11,3,1,1,0.72,0.45,0.0,253
2,0,5,9,5,1,1,0.7,0.65,0.2836,227
1,1,2,8,1,1,1,0.24,0.6,0.0,528
4,1,12,3,2,1,1,0.42,0.88,0.194,5
3,0,7,6,0,0,1,0.74,0.7,0.0,13
3,0,7,6,3,1,1,0.74,0.58,0.1642,121
2,1,6,7,0,0,1,0.5,0.68,0.1045,35
2,0,3,5,4,1,3,0.24,0.93,0.2239,8
3,0,9,11,1,1,1,0.7,0.58,0.194,165
